 x coord, y coord, z coord, phi
   1.6666666666666666E-002 ,   1.6666666666666666E-002 ,   0.0000000000000000      ,   2.7777554874948066E-004
   5.0000000000000003E-002 ,   1.6666666666666666E-002 ,   0.0000000000000000      ,   8.3332672742741367E-004
   8.3333333333333329E-002 ,   1.6666666666666666E-002 ,   0.0000000000000000      ,   1.3888780367266964E-003
  0.11666666666666667      ,   1.6666666666666666E-002 ,   0.0000000000000000      ,   1.9444295212963768E-003
  0.14999999999999999      ,   1.6666666666666666E-002 ,   0.0000000000000000      ,   2.4999812232743232E-003
  0.18333333333333332      ,   1.6666666666666666E-002 ,   0.0000000000000000      ,   3.0555331818603727E-003
  0.21666666666666667      ,   1.6666666666666666E-002 ,   0.0000000000000000      ,   3.6110854329272813E-003
  0.25000000000000000      ,   1.6666666666666666E-002 ,   0.0000000000000000      ,   4.1666380086732169E-003
  0.28333333333333333      ,   1.6666666666666666E-002 ,   0.0000000000000000      ,   4.7221909373190343E-003
  0.31666666666666665      ,   1.6666666666666666E-002 ,   0.0000000000000000      ,   5.2777442428530649E-003
  0.34999999999999998      ,   1.6666666666666666E-002 ,   0.0000000000000000      ,   5.8332979448255393E-003
  0.38333333333333330      ,   1.6666666666666666E-002 ,   0.0000000000000000      ,   6.3888520581942537E-003
  0.41666666666666669      ,   1.6666666666666666E-002 ,   0.0000000000000000      ,   6.9444065932224765E-003
  0.45000000000000001      ,   1.6666666666666666E-002 ,   0.0000000000000000      ,   7.4999615554294935E-003
  0.48333333333333334      ,   1.6666666666666666E-002 ,   0.0000000000000000      ,   8.0555169455936680E-003
  0.51666666666666672      ,   1.6666666666666666E-002 ,   0.0000000000000000      ,   8.6110727598072302E-003
  0.55000000000000004      ,   1.6666666666666666E-002 ,   0.0000000000000000      ,   9.1666289895815621E-003
  0.58333333333333337      ,   1.6666666666666666E-002 ,   0.0000000000000000      ,   9.7221856220011098E-003
  0.61666666666666670      ,   1.6666666666666666E-002 ,   0.0000000000000000      ,   1.0277742639923605E-002
  0.65000000000000002      ,   1.6666666666666666E-002 ,   0.0000000000000000      ,   1.0833300022223800E-002
  0.68333333333333335      ,   1.6666666666666666E-002 ,   0.0000000000000000      ,   1.1388857744077472E-002
  0.71666666666666667      ,   1.6666666666666666E-002 ,   0.0000000000000000      ,   1.1944415777282027E-002
  0.75000000000000000      ,   1.6666666666666666E-002 ,   0.0000000000000000      ,   1.2499974090609748E-002
  0.78333333333333333      ,   1.6666666666666666E-002 ,   0.0000000000000000      ,   1.3055532650189394E-002
  0.81666666666666676      ,   1.6666666666666666E-002 ,   0.0000000000000000      ,   1.3611091419911538E-002
  0.85000000000000009      ,   1.6666666666666666E-002 ,   0.0000000000000000      ,   1.4166650361853005E-002
  0.88333333333333341      ,   1.6666666666666666E-002 ,   0.0000000000000000      ,   1.4722209436715400E-002
  0.91666666666666674      ,   1.6666666666666666E-002 ,   0.0000000000000000      ,   1.5277768604272867E-002
  0.95000000000000007      ,   1.6666666666666666E-002 ,   0.0000000000000000      ,   1.5833327823823941E-002
  0.98333333333333339      ,   1.6666666666666666E-002 ,   0.0000000000000000      ,   1.6388887054642611E-002
   1.6666666666666666E-002 ,   5.0000000000000003E-002 ,   0.0000000000000000      ,   8.3332672742741367E-004
   5.0000000000000003E-002 ,   5.0000000000000003E-002 ,   0.0000000000000000      ,   2.4999804228627003E-003
   8.3333333333333329E-002 ,   5.0000000000000003E-002 ,   0.0000000000000000      ,   4.1666345054049382E-003
  0.11666666666666667      ,   5.0000000000000003E-002 ,   0.0000000000000000      ,   5.8332891073751975E-003
  0.14999999999999999      ,   5.0000000000000003E-002 ,   0.0000000000000000      ,   7.4999443536524612E-003
  0.18333333333333332      ,   5.0000000000000003E-002 ,   0.0000000000000000      ,   9.1666003604086287E-003
  0.21666666666666667      ,   5.0000000000000003E-002 ,   0.0000000000000000      ,   1.0833257233955515E-002
  0.25000000000000000      ,   5.0000000000000003E-002 ,   0.0000000000000000      ,   1.2499915069714993E-002
  0.28333333333333333      ,   5.0000000000000003E-002 ,   0.0000000000000000      ,   1.4166573951321860E-002
  0.31666666666666665      ,   5.0000000000000003E-002 ,   0.0000000000000000      ,   1.5833233949867475E-002
  0.34999999999999998      ,   5.0000000000000003E-002 ,   0.0000000000000000      ,   1.7499895123290532E-002
  0.38333333333333330      ,   5.0000000000000003E-002 ,   0.0000000000000000      ,   1.9166557515919672E-002
  0.41666666666666669      ,   5.0000000000000003E-002 ,   0.0000000000000000      ,   2.0833221158170920E-002
  0.45000000000000001      ,   5.0000000000000003E-002 ,   0.0000000000000000      ,   2.2499886066401131E-002
  0.48333333333333334      ,   5.0000000000000003E-002 ,   0.0000000000000000      ,   2.4166552242917045E-002
  0.51666666666666672      ,   5.0000000000000003E-002 ,   0.0000000000000000      ,   2.5833219676137664E-002
  0.55000000000000004      ,   5.0000000000000003E-002 ,   0.0000000000000000      ,   2.7499888340906293E-002
  0.58333333333333337      ,   5.0000000000000003E-002 ,   0.0000000000000000      ,   2.9166558198946632E-002
  0.61666666666666670      ,   5.0000000000000003E-002 ,   0.0000000000000000      ,   3.0833229199456181E-002
  0.65000000000000002      ,   5.0000000000000003E-002 ,   0.0000000000000000      ,   3.2499901279828568E-002
  0.68333333333333335      ,   5.0000000000000003E-002 ,   0.0000000000000000      ,   3.4166574366495180E-002
  0.71666666666666667      ,   5.0000000000000003E-002 ,   0.0000000000000000      ,   3.5833248375875350E-002
  0.75000000000000000      ,   5.0000000000000003E-002 ,   0.0000000000000000      ,   3.7499923215423225E-002
  0.78333333333333333      ,   5.0000000000000003E-002 ,   0.0000000000000000      ,   3.9166598784758623E-002
  0.81666666666666676      ,   5.0000000000000003E-002 ,   0.0000000000000000      ,   4.0833274976868332E-002
  0.85000000000000009      ,   5.0000000000000003E-002 ,   0.0000000000000000      ,   4.2499951679363948E-002
  0.88333333333333341      ,   5.0000000000000003E-002 ,   0.0000000000000000      ,   4.4166628775781529E-002
  0.91666666666666674      ,   5.0000000000000003E-002 ,   0.0000000000000000      ,   4.5833306146908448E-002
  0.95000000000000007      ,   5.0000000000000003E-002 ,   0.0000000000000000      ,   4.7499983672122624E-002
  0.98333333333333339      ,   5.0000000000000003E-002 ,   0.0000000000000000      ,   4.9166661230729235E-002
   1.6666666666666666E-002 ,   8.3333333333333329E-002 ,   0.0000000000000000      ,   1.3888780367266964E-003
   5.0000000000000003E-002 ,   8.3333333333333329E-002 ,   0.0000000000000000      ,   4.1666345054049382E-003
   8.3333333333333329E-002 ,   8.3333333333333329E-002 ,   0.0000000000000000      ,   6.9443916100213054E-003
  0.11666666666666667      ,   8.3333333333333329E-002 ,   0.0000000000000000      ,   9.7221495679524466E-003
